_id,customer_name,phone,email,address,gst_number,createdAt,updatedAt,__v
68d7054578436788b19ea924,Widisha Ganesan,00928605460,farasparikh@example.org,"86, Bhagat Chowk, Nagercoil 383573",67AAAAA9551A3Z7,2025-09-27T02:57:33.373+00:00,2025-09-27T02:57:33.373+00:00,0
68d7054578436788b19ea925,Pranit Varughese,5680535226,george37@example.net,"142, Mittal Zila, Morena 742509",56AAAAA1727A7Z3,2025-09-27T02:57:33.373+00:00,2025-09-27T02:57:33.373+00:00,0
68d7054578436788b19ea926,Jackson Bahl,01948365724,mugdha33@example.net,"42/22, Brar Marg, Ratlam-402083",,2025-09-27T02:57:33.373+00:00,2025-09-27T02:57:33.373+00:00,0
68d7054578436788b19ea927,Timothy Hayre,07500092768,diptavora@example.org,"30, Anand Path, Naihati 687650",,2025-09-27T02:57:33.373+00:00,2025-09-27T02:57:33.373+00:00,0
68d7054578436788b19ea928,Ekavir Taneja,00233439853,chatreshseshadri@example.org,"23/992, Borde Road, Danapur-707895",05AAAAA0343A7Z2,2025-09-27T02:57:33.374+00:00,2025-09-27T02:57:33.374+00:00,0
68d7054578436788b19ea929,Upma Morar,03643206827,umani@example.org,"16, D’Alia Street, Katihar 822894",14AAAAA1828A0Z1,2025-09-27T02:57:33.374+00:00,2025-09-27T02:57:33.374+00:00,0
68d7054578436788b19ea92a,Vamakshi Sem,+916449915888,onkar74@example.org,"13/73, Yadav Path, Khora  278963",,2025-09-27T02:57:33.374+00:00,2025-09-27T02:57:33.374+00:00,0
68d7054578436788b19ea92b,Ekta Chaudhary,00066720006,tanmayi88@example.com,"H.No. 397, Walia Ganj, Bidhannagar 674842",34AAAAA2489A5Z5,2025-09-27T02:57:33.374+00:00,2025-09-27T02:57:33.374+00:00,0
68d7054578436788b19ea92c,Chavvi Amble,09980634630,siyabhagat@example.org,"849, Dixit Ganj, Mau-691550",,2025-09-27T02:57:33.374+00:00,2025-09-27T02:57:33.374+00:00,0
68d7054578436788b19ea92d,Hiral Kant,02264813839,lankaveda@example.net,"105, Barad Road, Kolhapur 441211",,2025-09-27T02:57:33.374+00:00,2025-09-27T02:57:33.374+00:00,0
68d7054578436788b19ea92e,Watika Sule,0011395131,jparsa@example.net,"093, Kashyap, Tirunelveli 010807",,2025-09-27T02:57:33.375+00:00,2025-09-27T02:57:33.375+00:00,0
68d7054578436788b19ea92f,Teerth Khare,01855343590,anyababu@example.net,"H.No. 99, Pradhan Path, Medininagar 900471",63AAAAA3994A4Z9,2025-09-27T02:57:33.375+00:00,2025-09-27T02:57:33.375+00:00,0
68d7054578436788b19ea930,Turvi Mand,08164421344,fmisra@example.net,"H.No. 155, Ahuja Marg, Tiruvottiyur-986267",,2025-09-27T02:57:33.375+00:00,2025-09-27T02:57:33.375+00:00,0
68d7054578436788b19ea931,Quincy Gaba,0554377519,cmistry@example.net,"H.No. 004, Murty, Raurkela Industrial Township 535328",,2025-09-27T02:57:33.375+00:00,2025-09-27T02:57:33.375+00:00,0
68d7054578436788b19ea932,Ayush Anand,00074181003,patrickborra@example.com,"H.No. 794, Wali Marg, Khammam-726105",10AAAAA0229A7Z7,2025-09-27T02:57:33.375+00:00,2025-09-27T02:57:33.375+00:00,0
68d7054578436788b19ea933,Simon Sodhi,1501063454,nagarajansarthak@example.com,"954, Bir Circle, Pallavaram 360366",,2025-09-27T02:57:33.375+00:00,2025-09-27T02:57:33.375+00:00,0
68d7054578436788b19ea934,Elijah Chandran,0591138659,osha38@example.com,"256, Narayan Path, Ghaziabad-767793",05AAAAA3281A5Z2,2025-09-27T02:57:33.375+00:00,2025-09-27T02:57:33.375+00:00,0
68d7054578436788b19ea935,Nihal Bobal,+915197211045,ssanghvi@example.com,"640, Chowdhury Zila, Pune 708811",65AAAAA7785A6Z6,2025-09-27T02:57:33.375+00:00,2025-09-27T02:57:33.375+00:00,0
68d7054578436788b19ea936,Ekantika Wali,+918590520828,pillaiishwar@example.net,"468, Mallick Chowk, Haridwar-643810",,2025-09-27T02:57:33.376+00:00,2025-09-27T02:57:33.376+00:00,0
68d7054578436788b19ea937,Indali Shanker,1586988168,zjhaveri@example.com,"H.No. 628, Madan Ganj, Davanagere-500469",37AAAAA7983A1Z3,2025-09-27T02:57:33.376+00:00,2025-09-27T02:57:33.376+00:00,0
